abafazi-bemka;Clapping, hand;Stamping, foot;Vocals, group
utakata-ngsandhla-sako;Clapping, hand;Stamping, foot;Vocals, group
utengisa-nge-misopu;Clapping, hand;Stamping, foot;Vocals, group
vinyatsi-mjila;Bangwe;Clapping, hand;Ensemble leader;Karigo;Metal, struck;Vocals;Vocals, group
wa-ciyawo-mkujaliani;Clapping, hand;Ensemble leader;Khunto;Vocals;Vocals, group
wai-mwanangu;Chamutanda;Clapping, hand;Ensemble leader;Gogogo;Kalumbo;Mbira dza waNdau;Mbira, kankowele;Mirliton;Muntundu;Mutetule usibgwa ;Nyele;Pati;Pininga;Sticks, struck;Vocals;Vocals, group
wakuzi;Bangwe;Clapping, hand;Ensemble leader;Karigo;Metal, struck;Vocals;Vocals, group
watenga-mbengo-ndani;Bangwe;Bell;Clapping, hand;Ensemble leader;Mbira, kalimba;Rattle, ankle;Vocals;Vocals, group
wathi-wa-mwita-mwendwa;Bow, musical;Clapping, hand;Ensemble leader;Iamba malebe;Kyaa;Mbebe;Vocals;Vocals, group
wathi-wa-ngethi;Bow, musical;Clapping, hand;Ensemble leader;Iamba malebe;Kyaa;Mbebe;Vocals;Vocals, group
wathi-wa-ota;Bow, musical;Clapping, hand;Ensemble leader;Iamba malebe;Kyaa;Mbebe;Vocals;Vocals, group
wayisebenzela-ijoyini;Clapping, hand;Ensemble leader;Hadi;Harmonica;Ikinki;Vocals;Vocals, group
wena-bawondi-wela;Clapping, hand;Vocals;Vocals, group
wena-wamakhos-ezizwe;Bass drum;Clapper;Clapping, hand;Rattle, ankle;Vocals, group
weufwaya-muchinshi;Bottle, struck;Clapping, hand;Guitar;Rattle;Vocals;Vocals, group
xhosa-part-i;Clapping, hand;Ensemble leader;Vocals, group
xhosa-part-ii;Clapping, hand;Ensemble leader;Vocals, group
yaje-bampole;Clapping, hand;Ensemble leader;Mbira, likembe ikembe;Vocals;Vocals, group
yaku-kasama-munenu-wamukake-nshimbi;Bottle, struck;Clapping, hand;Guitar;Rattle;Vocals;Vocals, group
yarira-ngosa;Bottle, struck;Chipuri;Clapping, hand;Ensemble leader;Metal, struck;Rattle;Rattle, basket;Vocals;Vocals, group
zangeninkomo;Bass drum;Clapper;Clapping, hand;Rattle, ankle;Vocals, group
